Job_Role,Company,Experience,Salary,Location,Key_Skills,Post_History,machine learning,python,data science,analytical,artificial intelligence,it skills,big data,data analysis
senior manager ii data science- search,Walmart,12-15 Yrs,1700000 - 2600000 PA.,Bangalore,"computer vision,deep learning,publishing,data science,artificial intelligence,intellectual property,machine learning,manager ii",30+ Days Ago,1,0,1,0,1,0,0,0
ground zero research engineers deep learning!,CareerXperts Consulting,1-6 Yrs,800000 - 1300000 PA.,jammu,"computer science,deep learning,algorithms,coding,analytical,machine learning,data structures,perl",30+ Days Ago,1,0,0,1,0,0,0,0
deep learning engineer,Stark Industries,2-4 Yrs,800000 - 1200000 PA.,Mumbai,"deep learning,side,machine learning,infrastructure,testing",30+ Days Ago,1,0,0,0,0,0,0,0
data analyst,Avalara Technologies,3-7 Yrs,"7,00,000 - 17,00,000 PA.",Pune,"it skills,python,testing,machine learning,cloud,data analytics,data manipulation,market basket analysis",15 Days Ago,1,1,0,0,0,1,0,0
data scientist associate/analyst/consultant,ONPASSIVE Technologies Pvt. Ltd,2-7 Yrs,700000 - 1200000 PA.,Hyderabad,"python,lstms,learning,machine learning,ai,cnns,rnns,it skills",22 Days Ago,1,1,0,0,0,1,0,0
senior data analyst,Top Fintech Brand in India,2-5 Yrs,700000 - 900000 PA.,"Mumbai, New Delhi(WFH during Covid)","analytics solutioning,knowledge of r or pythan,advanced data analytics,forecasting,descriptive modelling,machine learning.",8 Days Ago,1,0,0,0,0,0,0,0
virtual interviews for data science developers on 22nd jan @ gd-hyd,GlobalData,3-8 Yrs,1400000 - 1700000 PA.,Hyderabad(Kondapur)(WFH during Covid),"it skills,python,data science,machine learning,pytorch,tensorflow,nlp,xgboost",30+ Days Ago,1,1,1,0,0,1,0,0
security data science associate manager,Allstate,8-10 Yrs,1900000 - 2500000 PA.,Bangalore,"security incident management,security data science,splunk,it skills,machine learning,data science,academic research,hadoop",11 Days Ago,1,0,1,0,0,1,0,0
azure data engineer,Skywalk Consultants ,7-12 Yrs,"22,50,000 - 37,50,000 PA.","Hyderabad, Pune, Bangalore(WFH during Covid)","azure databricks,azure machine learning,science,sdk,microsoft azure",11 Days Ago,1,0,0,0,0,0,0,0
nlp data scientist_simpplr,SIMPPLR SOFTWARE INDIA PRIVATE LIMITED ,1-4 Yrs,"7,00,000 - 17,00,000 PA.","Gurgaon, Bangalore","python,nlp,django,it skills,machine learning,cloud,aws,deep learning",22 Days Ago,1,1,0,0,0,1,0,0
big4 is hiring for data scientist,LIVE CONNECTIONS PLACEMENTS PRIVATE LIMITED ,3-8 Yrs,"7,00,000 - 17,00,000 PA.","Gurgaon, Bangalore","artificial intelligence,machine learning,python,ai,data science,ml,predictive analytics,go",30 Days Ago,1,1,1,0,1,0,0,0
data science lead,Nepa India Pvt Ltd,3-6 Yrs,1300000 - 1800000 PA.,"Mumbai, Navi Mumbai, Mumbai (All Areas)","r,data science,power bi,data scientist,tableau,machine learning,python,sql",5 Days Ago,1,1,1,0,0,0,0,0
jr. data science professional,Harmony Data Integration Technologies,1-3 Yrs,700000 - 900000 PA.,Mohali,"r,go,python,it skills,data science,machine learning,cloud,clustering",7 Days Ago,1,1,1,0,0,1,0,0
data scientist,Job Booster Social India private limited  ,1-6 Yrs,"5,00,000 - 10,00,000 PA.","Hyderabad, Pune, Bangalore(WFH during Covid)","fintech,sql,python,r tool,software engineering,problem solving,data modeling,machine learning",8 Days Ago,1,1,0,0,0,0,0,0
sdet - data science,CRED,3-5 Yrs,800000 - 900000 PA.,Bangalore,"automation framework,object oriented design,backend,manager quality assurance,nosql,analytical,machine learning,workflow",14 Days Ago,1,0,0,1,0,0,0,0
data scientist team leader,AGILITY HUMAN RESOURCE MANAGEMENT SERVICES PRIVATE   LIMITED,12-15 Yrs,1600000 - 2700000 PA.,"Delhi / NCR, Mumbai (All Areas)","hadoop,r,nlp,deep learning frameworks,spacy,pytorch,tensorflow,sci - kit",Today,0,0,0,0,0,0,0,0
team lead/consultant-data science,Accenture,7-11 Yrs,2000000 - 2800000 PA.,Mumbai,"publishing,architecture,data science,management,consulting,machine learning,client relationship,management",5 Days Ago,1,0,1,0,0,0,0,0
"mnc hiring for "" data engineer-sql server ""- gurgaon/chennai",ESS CEE HR SOLUTIONS ,3-8 Yrs,"10,00,000 - 15,00,000 PA.","Gurgaon, Chennai","snowflake/redshift/teradata,sql server,etl,tableau,spark,elt,teradata,python",6 Days Ago,0,1,0,0,0,0,0,0
"mnc hiring for "" data engineer- big data ""- gurgaon/chennai",ESS CEE HR SOLUTIONS ,3-8 Yrs,"10,00,000 - 15,00,000 PA.","Gurgaon, Chennai","python/spark/sql,hadoop,big data,storm,python,cassandra,kafka,spark",6 Days Ago,0,1,0,0,0,0,1,0
natural language processing (nlp) data science practitioner,Accenture,8-10 Yrs,2000000 - 2800000 PA.,Bangalore,"it skills,python,data science,machine learning,cloud,big data,computer vision,application deployment",8 Days Ago,1,1,1,0,0,1,1,0
team lead/consultant-data science,Accenture,7-11 Yrs,1900000 - 2800000 PA.,Bangalore,"it skills,data science,machine learning,artificial intelligence,business administration,publishing,architecture,senior management",9 Days Ago,1,0,1,0,1,1,0,0
data engineer i,EA Games (Electronic Arts),2-7 Yrs,800000 - 1200000 PA.,Hyderabad,"xml,machine learning,agile,html,json,business intelligence,troubleshooting,jira",30+ Days Ago,1,0,0,0,0,0,0,0
team lead/consultant-data science,Accenture,7-11 Yrs,2000000 - 2700000 PA.,Bangalore,"it skills,data science,machine learning,artificial intelligence,publishing,architecture,business economics,consulting",15 Days Ago,1,0,1,0,1,1,0,0
data scientist 2,PayPal,6-10 Yrs,1700000 - 2500000 PA.,Chennai,"unix,computer science,operations research,payment processing,data science,machine learning,wellness,financial services",30+ Days Ago,1,0,1,0,0,0,0,0
data scientist ( it,Jacobs,7-12 Yrs,2000000 - 2600000 PA.,Navi Mumbai,"data science,informatica power center,power bi,business analytics,data scientist,statistical modeling,data visualization,machine learning",30+ Days Ago,1,0,1,0,0,0,0,0
data scientist - python/tableau,Accubits Technologies,4-8 Yrs,1400000 - 1700000 PA.,Trivandrum/Thiruvananthapuram,"r,tableau,python,it skills,testing,machine learning,spotfire,data science",30+ Days Ago,1,1,1,0,0,1,0,0
data scientist,Team Computers Pvt Ltd,2-6 Yrs,800000 - 1100000 PA.,New Delhi,"computer science,rf,analytical,machine learning,healthcare,qlikview,matlab,monitoring",30+ Days Ago,1,0,0,1,0,0,0,0
team lead/consultant-data science,Accenture,7-11 Yrs,1900000 - 2600000 PA.,Mumbai,"business administration,publishing,architecture,data science,management,consulting,machine learning,management",5 Days Ago,1,0,1,0,0,0,0,0
data scientist,Fractal Analytics,3-6 Yrs,1400000 - 1800000 PA.,Pune,"data science,data scientist,advanced analytics,big data,data warehousing,machine learning,supply chain,python",30+ Days Ago,1,1,1,0,0,0,1,0
advisory data engineer,Pitney Bowes India Pvt Ltd,4-8 Yrs,1200000 - 1900000 PA.,Noida,"it skills,python,machine learning,cloud,big data,aws,tableau,mining",30+ Days Ago,1,1,0,0,0,1,1,0
technical trainer - python / data analytics / data science / django,SEVEN MENTOR AND TRAINING PRIVATE LIMITED,2-7 Yrs,600000 - 1000000 PA.,Pune,"matplotlib,python,data analytics,python data analytics,object detection,tableau,awsprogramming,r- programming",7 Days Ago,0,1,0,0,0,0,0,0
team lead/consultant-data science,Accenture,7-11 Yrs,1600000 - 2800000 PA.,Mumbai,"it skills,data science,machine learning,artificial intelligence,publishing,architecture,management,business economics",8 Days Ago,1,0,1,0,1,1,0,0
data science internship,Numadic,0-1 Yrs,300000 - 500000 PA.,goa,"supply chain,data cleansing,data science,intern,machine learning,telematics,data mining,internship",30+ Days Ago,1,0,1,0,0,0,0,0
data engineer,Align Technology,1-4 Yrs,800000 - 1100000 PA.,Hyderabad,"computer science,performance tuning,data modeling,business analytics,machine learning,scala,agile,open source",30+ Days Ago,1,0,0,0,0,0,0,0
azure data engineer - sales and marketing solutions,Align Technology,2-5 Yrs,800000 - 1000000 PA.,Hyderabad,"computer science,performance tuning,nosql,data modeling,machine learning,agile,open source,analytics",30+ Days Ago,1,0,0,0,0,0,0,0
urgent hiring of senior manager - data scientist,Concerix Technologies Private Limited,5-8 Yrs,"15,00,000 - 27,50,000 PA.","Gurgaon, Bangalore(WFH during Covid)","consumer behaviour,financial services,fintech,finance,user experience,lgd,terabytes,ead",28 Days Ago,0,0,0,0,0,0,0,0
sr. data scientist,Blackhawk Network,10-15 Yrs,1700000 - 2600000 PA.,Bengaluru,"data analysis,risk modeling,machine learning,data processing,business intelligence,open source,data mining,matlab",30+ Days Ago,1,0,0,0,0,0,0,1
senior data scientist,MMS Holdings Inc.,3-7 Yrs,1200000 - 1800000 PA.,Bangalore,"graphics,computer science,pdf,simulation,project management,pharma,machine learning,javascript",30+ Days Ago,1,0,0,0,0,0,0,0
senior data scientist | kas,TALENT500 TECH (INDIA) PRIVATE LIMITED,7-10 Yrs,1800000 - 2500000 PA.,Bangalore,"machine learning,python,sql",30+ Days Ago,1,1,0,0,0,0,0,0
sr. data scientist,Multi Recruit,5-10 Yrs,1900000 - 2700000 PA.,Bangalore,"computer science,data analysis,analytical,application programming,business analytics,machine learning,petrochemical,sql",30+ Days Ago,1,0,0,1,0,0,0,1
senior data scientist,Gojek,10-15 Yrs,2000000 - 2800000 PA.,Bangalore,"unix,product management,computer science,operations research,simulation,machine learning,distribution system,forecasting",30+ Days Ago,1,0,0,0,0,0,0,0
sr data scientist,krtrimaIQ AI Solutions,5-8 Yrs,1100000 - 1800000 PA.,Bengaluru,"it skills,python,machine learning,computer science,data analysis,linear regression,presales,healthcare",30+ Days Ago,1,1,0,0,0,1,0,1
senior data scientist,Gsn Games India,3-5 Yrs,800000 - 1300000 PA.,Bangalore,"computer science,economics,data science,gcp,machine learning,data analytics,data visualization,distribution system",21 Days Ago,1,0,1,0,0,0,0,0
senior data scientist,Walmart,5-9 Yrs,1400000 - 1700000 PA.,Bangalore,"supply chain,data analysis,data science,web analytics,analytical,machine learning,agile,forecasting",21 Days Ago,1,0,1,1,0,0,0,1
senior data scientist,KeepTruckin,3-8 Yrs,1300000 - 1700000 PA.,Bengaluru,"machine learning,sql,pyspark,data analysis,data science,python,data - oriented programming,algorithms",30+ Days Ago,1,1,1,0,0,0,0,1
senior data scientist,Bidgely Technologies Private Limited,4-6 Yrs,1300000 - 1900000 PA.,Bangalore,"r,product management,data scientist,computer science,data analysis,data mining,machine learning,statistics",30+ Days Ago,1,0,0,0,0,0,0,1
senior data scientist,Kyndryl,10-15 Yrs,1600000 - 2600000 PA.,Bangalore,"it skills,python,testing,data science,machine learning,project management,bpo,computer science",30+ Days Ago,1,1,1,0,0,1,0,0
senior data scientist,Microsoft,8-10 Yrs,1900000 - 2500000 PA.,Bangalore,"it skills,python,machine learning,cloud,product management,program management,big data,computer science",30+ Days Ago,1,1,0,0,0,1,1,0
sr data engineer,MilliporeSigma,3-8 Yrs,1100000 - 1800000 PA.,Bangalore,"java,scala,c + +,data engineer,spark,aws,data analytics,test driven development",30+ Days Ago,0,0,0,0,0,0,0,0
ecosystem senior data engineer,Accenture,3-7 Yrs,1200000 - 1900000 PA.,Bangalore,"pyspark,sql,python,business process,data science,consulting,machine learning,strategic planning",30+ Days Ago,1,1,1,0,0,0,0,0
sr. data scientist,Pegasus Knowledge Solutions India Private Limited,5-10 Yrs,2000000 - 2500000 PA.,Bengaluru,"process design,outbound,sas,analytical,machine learning,anova,spss,data mining",30+ Days Ago,1,0,0,1,0,0,0,0
senior data scientist,Glass Cube consulting private limited ,5-10 Yrs,1900000 - 2500000 PA.,Bengaluru,"computer science,bfsi,consulting,machine learning,asset management,outsourcing,business intelligence,data mining",30+ Days Ago,1,0,0,0,0,0,0,0
senior data scientist,Myntra,2-4 Yrs,700000 - 900000 PA.,Bangalore,"data science,nlp,data scientist,data structures,computer science,operations research,information retrieval,computer vision",30+ Days Ago,0,0,1,0,0,0,0,0
senior data scientist,TEKION,3-8 Yrs,1200000 - 1800000 PA.,Bangalore,"analytics,data visualization,verbal,machine learning,git,big data,presentation,data science",30+ Days Ago,1,0,1,0,0,0,1,0
senior data scientist,News Technology Services,4-8 Yrs,1200000 - 1800000 PA.,Bangalore,"cloud computing,data science,analytical,machine learning,agile,manager technology,data quality,data mining",30+ Days Ago,1,0,1,1,0,0,0,0
sr data scientist,IHS Markit,4-7 Yrs,1400000 - 1700000 PA.,Bangalore,"it skills,data science,machine learning,project management,big data,bpo,project management,computer science",30+ Days Ago,1,0,1,0,0,1,1,0
senior data scientist,Gojek,6-12 Yrs,2000000 - 2600000 PA.,Bangalore,"team management,prototype,data science,analytical,machine learning,agile,customer engagement,statistics",30+ Days Ago,1,0,1,1,0,0,0,0
senior data scientist,Gojek,5-10 Yrs,1700000 - 2800000 PA.,Bangalore,"mining,version control,git,data science,analytical,shell scripting,machine learning,data visualization",30+ Days Ago,1,0,1,1,0,0,0,0
senior data scientist,Walmart,6-10 Yrs,2000000 - 2800000 PA.,Bangalore,"computer science,cloud computing,computer vision,coding,machine learning,agile,data mining,stakeholder management",30+ Days Ago,1,0,0,0,0,0,0,0
sr data engineering opportunity with payu,PayU,5-9 Yrs,"18,00,000 - 30,00,000 PA.","Gurgaon, Bangalore, Mumbai (All Areas)","pandas,spark,kafka,snowflake,data ingestion,airflow,etl,python",22 Days Ago,0,1,0,0,0,0,0,0
senior data scientist,Oportun ,3-8 Yrs,1100000 - 1900000 PA.,Chennai(WFH during Covid),"numpy,python,panda,it skills,machine learning,cloud,big data,aws",26 Days Ago,1,1,0,0,0,1,1,0
senior data scientist,Razorpay,4-6 Yrs,1100000 - 1800000 PA.,Bangalore,"it skills,python,testing,machine learning,product management,program management,big data,computer science",30+ Days Ago,1,1,0,0,0,1,1,0
senior data scientist,Easebuzz Private Limited,1-6 Yrs,600000 - 1000000 PA.,Pune,"data science,predictive modeling,data scientist,neural networks,data analysis,data mining,data visualization,machine learning",30+ Days Ago,1,0,1,0,0,0,0,1
senior data scientist,Walmart,5-9 Yrs,1300000 - 1900000 PA.,Bangalore,"it skills,python,testing,machine learning,big data,computer science,computer vision,operations research",16 Days Ago,1,1,0,0,0,1,1,0
senior data scientist - computer vision,GE Transportation,3-6 Yrs,1400000 - 1700000 PA.,Bangalore,"engineering services,product management,mining,computer science,c++,process improvement,machine learning,robotics",30+ Days Ago,1,0,0,0,0,0,0,0
data scientist /senior data scientist,Dun & Bradstreet,2-5 Yrs,600000 - 1400000 PA.,"Chennai, Bangalore(WFH during Covid)","data science,pyspark,logistic regression,nlp,statistical modeling,tableau,machine learning,python",21 Days Ago,1,1,1,0,0,0,0,0
senior - data scientist,AT and T Global Business Services India P. Ltd.,8-10 Yrs,1700000 - 2600000 PA.,Bangalore,"computer science,mobile technology,network design,data modeling,mysql,consulting,machine learning,data mining",22 Days Ago,1,0,0,0,0,0,0,0
senior data scientist - advanced analytics,Siemens,3-8 Yrs,1200000 - 1700000 PA.,Bangalore,"dts,nosql,analytical,consulting,machine learning,agile,healthcare,scrum",22 Days Ago,1,0,0,1,0,0,0,0
senior data scientist,Spiceworks,5-9 Yrs,1400000 - 1900000 PA.,Bangalore,"sap,manager quality assurance,data science,machine learning,wellness,adobe,analytics,sql",23 Days Ago,1,0,1,0,0,0,0,0
senior data scientist,Siemens,3-8 Yrs,1300000 - 1800000 PA.,Bangalore,"computer vision,dts,neural networks,consulting,machine learning,agile,signal processing,forecasting",25 Days Ago,1,0,0,0,0,0,0,0
senior data scientist | geakminds | chennai,Geakminds Technologies Private Limited,5-10 Yrs,1800000 - 2500000 PA.,Chennai(WFH during Covid),"data analysis,tableau,azure,spark,data mining,gcp,kafka,power bi",26 Days Ago,0,0,0,0,0,0,0,1
senior data engineer,Airbnb,1-5 Yrs,800000 - 1000000 PA.,Bangalore,"data science,java,data pipeline,software engineering,scala,data engineer,spark streaming,machine learning",30+ Days Ago,1,0,1,0,0,0,0,0
senior data scientist,Soroco India,4-9 Yrs,1300000 - 1700000 PA.,Bangalore,"it skills,python,data science,machine learning,artificial intelligence,marketing manager,customer success,events",30+ Days Ago,1,1,1,0,1,1,0,0
senior data engineer,Reactore Solutions,8-13 Yrs,1600000 - 2500000 PA.,Bengaluru,"iso,enterprise applications,social media,machine learning,integration testing,data processing,application development,jira",30+ Days Ago,1,0,0,0,0,0,0,0
sr data engineer- forecasting,Lowes Services India Private limited,3-6 Yrs,1200000 - 1800000 PA.,Bangalore,"computer science,coding,machine learning,scheduling,data quality,distribution system,analytics,sql",30+ Days Ago,1,0,0,0,0,0,0,0
sr data engineer - core ds team,Lowes Services India Private limited,3-6 Yrs,1400000 - 1800000 PA.,Bangalore,"computer science,coding,machine learning,scheduling,data quality,distribution system,analytics,sql",30+ Days Ago,1,0,0,0,0,0,0,0
senior data scientist,MetLife,5-8 Yrs,1200000 - 1800000 PA.,Hyderabad,"data science,hadoop,advanced analytics,big data,lead data scientist,machine learning,statistical analysis,deep learning",30+ Days Ago,1,0,1,0,0,0,1,0
sr data scientist,Microsoft,5-9 Yrs,1300000 - 1700000 PA.,Hyderabad,"it skills,python,testing,data science,machine learning,cloud,program management,cloud computing",30+ Days Ago,1,1,1,0,0,1,0,0
senior associate director - data science- insurance - iit/iim/nit/xlri,Huquo Consulting Pvt. Ltd,9-14 Yrs,1700000 - 2700000 PA.,Gurgaon,"it skills,python,data science,machine learning,project management,bpo,project management,analytics",3 Days Ago,1,1,1,0,0,1,0,0
